"y","x1","x2","x3","x4","x5"
2,0,11,0.447172462836175,0.840774145675823,1
4,1,11,-0.267543879015575,0.531623498536646,1
1,1,13,-0.313884022371965,0.685510189272463,0
1,0,11,-0.610797524258953,0.131287784082815,0
1,0,11,0.116318570938998,0.127071627415717,0
1,1,12,-0.804115013575725,0.401287541491911,1
3,1,11,-0.200625669624477,0.711740583647043,1
3,1,9,0.338996976354304,0.709469640627503,1
3,0,11,0.338221365994152,0.0915619498118758,1
2,0,11,-0.709229418520823,0.404853059677407,1
1,1,12,0.522968880381725,0.515512350713834,0
1,1,11,-0.35364528358089,0.107478938531131,1
5,1,9,-0.778078761287684,0.595352219184861,1
4,1,12,0.797303228110001,0.718478558119386,0
2,1,11,-0.905451522998548,0.441939749522135,1
1,1,12,-0.961035475141652,0.348136988934129,0
1,0,11,-0.257335842809949,0.950533234048635,0
1,1,11,0.410836377813335,0.474858596455306,1
1,1,11,-0.395040196360041,0.183623228222132,0
1,1,11,1.08204424227793,0.439465139061213,1
1,1,11,0.0523596505032086,0.617242323001847,1
2,0,10,1.25492035447036,0.588274943875149,0
2,0,12,0.0220720577805714,0.340147233335301,0
4,0,12,1.11233885993898,0.811338321538642,1
1,1,13,-0.35820492031508,0.85913488199003,1
2,1,11,1.93310395771566,0.445288118440658,1
1,0,12,-0.112592256384446,0.527772035216913,0
1,0,12,0.832030225000492,0.0174764427356422,0
1,1,12,0.98156350775001,0.915961934952065,1
1,1,12,1.04108647927593,0.969609569525346,1
1,1,14,-0.0558473331094453,0.306490735383704,1
1,0,13,0.175717096827027,0.435503510292619,0
1,0,10,-0.910926236910648,0.42709977272898,1
1,0,11,-1.53263370503972,0.668287786422297,1
1,1,10,1.04382315736031,0.839705313090235,1
2,0,9,1.26713772360634,0.979252994060516,1
2,1,9,-0.745742412725738,0.0678692606743425,1
1,0,11,-0.214620940232695,0.564067783299834,1
1,1,11,-1.44083173761055,0.359145855298266,0
1,0,12,1.0364622917442,0.255320195341483,0
2,0,11,0.186542301657165,0.991473562084138,1
1,1,11,-0.0163529937161303,0.886338763404638,1
1,1,11,-1.12215993279609,0.556348662823439,1
1,0,11,1.21831762332484,0.784463810967281,1
2,0,11,-0.209420113116788,0.803396386792883,0
1,0,11,0.31089464858925,0.719321169890463,0
1,1,11,-0.105279048114901,0.317977047758177,1
1,1,11,1.09624860021844,0.116952547105029,0
1,0,14,-0.248938696688034,0.452203469350934,1
3,1,11,-0.504511280586108,0.662726464681327,1
2,1,14,1.29498590635853,0.26853482122533,1
1,1,11,0.152585147746272,0.12408718909137,1
2,0,11,-0.311574373940141,0.323150170501322,1
1,0,11,-1.07020040958607,0.811561041744426,1
2,0,11,0.569858455568709,0.454344256781042,1
1,0,12,-0.48945567782659,0.0761842734646052,1
1,1,14,0.250764609309748,0.00592343183234334,1
1,0,11,-0.261212862183759,0.667595074977726,0
3,0,9,0.261532301037841,0.0776777695864439,1
2,0,10,1.43107897057308,0.360690837958828,0
1,0,9,0.396084835847547,0.851629509357736,0
1,0,12,-0.475184712310923,0.641223157290369,1
4,1,12,1.78863273956851,0.974190574605018,0
3,1,11,-0.0511099369591785,0.254579554311931,0
1,1,9,-0.739458501073595,0.529788251733407,0
3,1,11,2.0793652587314,0.565614146878943,1
2,0,11,0.376672790518803,0.87400344829075,1
1,1,11,-2.28948775342499,0.0461721681058407,0
2,1,9,1.18482679450047,0.10025311098434,1
1,1,11,0.305426902516593,0.356926379026845,1
3,1,10,0.644629582214844,0.163440320407972,1
1,0,14,1.16372687236571,0.961680879350752,0
1,0,12,0.935334175904067,0.820452346932143,1
1,1,12,0.097982812583279,0.676976134534925,1
1,0,9,0.768235350140543,0.500018381280825,0
1,0,11,1.10826970823268,0.386595421703532,1
1,1,12,-0.385429963981591,0.791738290339708,1
2,1,9,0.403057220206685,0.906935839680955,1
1,0,12,-0.277458791374992,0.169753831345588,0
1,0,14,0.557313514888297,0.498530575307086,1
2,0,13,-0.19665347048754,0.539169089635834,1
1,1,10,-0.0819326365271097,0.542651977855712,0
1,0,11,0.662346360882897,0.228749290341511,0
1,1,10,-0.366146638763209,0.776987056713551,0
1,0,11,0.595224429899647,0.973681633360684,1
1,1,12,-0.815605497099391,0.779840688686818,0
1,1,12,-0.906806032822078,0.147157676052302,0
1,1,12,-1.42360684488345,0.349338749423623,1
1,0,14,0.350303329134425,0.825273253489286,0
1,1,13,0.158037573462862,0.389196532778442,0
1,0,12,-2.07277026150663,0.864329708274454,0
2,0,9,0.821605748089849,0.942889619851485,0
1,1,11,-0.592886404945053,0.784326906083152,0
1,0,10,-0.97977402272427,0.0784748615697026,0
1,1,12,0.162041237938694,0.717072306899354,0
1,1,9,0.606909029007551,0.518283140612766,0
1,1,14,-0.660211119904641,0.564307587919757,0
1,0,14,-0.500022331087816,0.150213418062776,0
1,0,10,-0.496438662741429,0.132351751672104,0
1,1,9,-1.89426281364594,0.086456011980772,1
1,0,14,-0.509792300983808,0.240549006965011,1
1,0,11,-0.777629727453923,0.773660127306357,0
1,0,13,0.736458994540667,0.865109476260841,0
1,0,12,1.35740355926342,0.83328362274915,1
1,1,14,0.0138795322682616,0.596421048045158,0
1,1,12,-1.50472391855821,0.217509010341018,1
3,1,11,0.893026962219039,0.355798260075971,1
1,1,13,-0.431291743027812,0.82339507015422,0
1,1,12,0.422223687961629,0.232924394542351,1
1,0,12,-0.339863638901208,0.936511149164289,0
2,0,11,-0.49810207632076,0.236759297782555,1
1,0,14,-1.0301311008619,0.411429906496778,1
1,1,13,0.75003593962957,0.720709733199328,0
1,0,9,-0.588797183841312,0.28922069305554,0
2,0,11,1.35648598912442,0.122152552241459,1
1,1,12,0.641450685251981,0.0199014684185386,1
3,0,10,1.1117011939121,0.404233051463962,1
1,0,11,-0.885405382163973,0.720585203031078,0
1,1,14,-1.03894131993883,0.67818424035795,0
2,0,10,0.986157725995061,0.0729676417540759,1
1,0,9,-0.698682973284842,0.113050974206999,1
1,1,11,-0.846128675934686,0.442973172059283,1
1,0,13,-0.419873436340206,0.630896324291825,1
1,0,11,0.274520465820255,0.488262373255566,0
5,1,12,1.78758802904559,0.667354886420071,0
1,1,11,1.086037657499,0.591264682356268,0
1,1,12,-1.0526656888045,0.669707779074088,1
1,1,11,0.287419920812039,0.0273399853613228,0
1,0,12,1.10617185107018,0.884181328583509,0
1,1,13,-0.652663699056787,0.345726750092581,1
1,0,10,0.825607801612026,0.0710079532582313,0
2,0,12,0.749953418870894,0.648428875021636,1
2,0,12,0.230152330948456,0.153308815322816,1
3,0,12,1.69841725573109,0.540221389383078,1
1,0,12,0.315856370525211,0.412687665084377,1
1,1,13,-1.87411057518756,0.426804767223075,1
1,0,11,0.606294729276954,0.0532066740561277,0
2,1,11,0.879018443654109,0.644278944702819,1
1,0,12,-1.09310195984593,0.130029552383348,0
1,0,14,-0.237454730121788,0.475067911203951,1
1,1,12,-0.491638466785954,0.73985526105389,0
1,0,12,0.616284662188384,0.630358658498153,0
1,1,13,-0.246428784309969,0.907253572018817,1
5,1,12,0.923623896710416,0.549666736740619,1
1,1,12,-0.723147936888691,0.794532845262438,1
1,0,10,0.634477544298909,0.504103859653696,0
2,1,10,1.33128481929605,0.240252490155399,1
1,0,9,0.93096948347347,0.838424207875505,0
1,0,10,1.60857209527034,0.112884901696816,1
2,1,10,-0.257367422990564,0.198297610972077,1
1,1,10,-0.625987044995103,0.045532672200352,1
1,0,9,-0.305152839122693,0.794453795766458,1
1,1,13,-0.167486866672116,0.381338473176584,0
1,1,9,0.996085902266079,0.207463335245848,1
1,1,13,1.18590173953739,0.0890294229611754,0
1,0,11,-0.889676186633284,0.856384188402444,0
1,0,11,0.0403099017751584,0.367596329422668,0
1,1,12,-0.641435454773597,0.221269944915548,0
1,0,9,0.0828127200781489,0.429242390440777,1
3,0,10,2.34663110845456,0.903580183861777,0
1,0,10,-0.279387059598403,0.607753238873556,1
1,0,13,-2.77058296397707,0.6833512771409,0
1,1,9,0.153677140686235,0.95632124482654,0
1,0,12,-0.28620111568984,0.253008322324604,0
2,0,12,0.310754118399502,0.156761385500431,1
1,0,13,-0.404940749019279,0.146531055448577,0
1,1,13,-0.161119938430805,0.705923814792186,0
1,1,11,0.693984572521066,0.170438141096383,0
1,0,11,1.2701470235246,0.545634595444426,1
1,1,11,0.765714165898254,0.745082628913224,1
1,1,12,-0.96545186264858,0.762887225486338,1
1,1,12,-2.78511028860179,0.455227909609675,1
1,1,11,-0.080365636870366,0.881142630707473,1
1,1,14,1.24860484842951,0.653892549918965,0
1,0,9,-0.167390009361157,0.0458297145087272,0
1,1,12,-1.19250499983306,0.329215504461899,1
1,0,10,-1.05837897542955,0.800459360936657,1
1,0,13,0.0159535254584664,0.161577628226951,0
4,1,12,-0.299880480180038,0.593505235388875,1
1,0,14,-1.54357909559665,0.746272254036739,1
1,0,13,0.708170545253847,0.840152659220621,0
1,0,12,-1.3203991630195,0.605433085700497,1
1,0,11,0.459165955043773,0.517371289199218,1
2,0,11,0.242764364392311,0.494610867695883,1
1,1,12,1.10137659939948,0.517063525738195,1
1,1,12,-0.0369385580696269,0.902266904944554,0
1,1,10,-0.609198125451424,0.980154171353206,0
1,1,12,-0.360644162257324,0.581539344741032,1
1,1,12,0.622374570107727,0.0690265609882772,0
1,1,11,-0.830414594929298,0.134716600412503,1
1,1,12,0.414599818144774,0.118519596522674,1
1,0,13,0.116757685657561,0.208192666061223,1
1,1,12,-1.80763013306706,0.267585452878848,1
1,0,12,-0.97531784680804,0.76076235040091,0
1,1,13,-0.0653105741444576,0.973685330012813,1
1,0,11,0.347080375447839,0.675146883586422,1
1,1,11,-1.07920755777031,0.193144359160215,0
1,0,12,0.328389526403833,0.909785312134773,1
1,1,11,-0.545135136540658,0.827171348966658,0
1,0,12,0.493369044697544,0.0422125409822911,0
2,1,11,1.47808074638733,0.099691876443103,1
1,0,10,-0.435685095452899,0.621570612071082,1
1,0,14,-0.245532935573001,0.857094837119803,0
1,0,12,-1.28456697147602,0.71188038517721,1
1,0,11,-1.13968054932757,0.836952462792397,1
1,1,14,1.2980364820269,0.53857470001094,0
1,0,12,-0.734619445380247,0.929432421922684,0
1,0,14,0.261662353100671,0.223141021793708,0
1,1,11,-0.255671811947699,0.653057924471796,0
1,1,12,-0.324471138792773,0.740233200136572,1
1,0,13,1.16201858448478,0.526599065167829,0
2,0,9,0.310547734888749,0.087097198702395,1
1,0,11,1.13731764839269,0.912383117945865,0
1,0,11,0.625320807963425,0.612262369832024,1
1,1,14,-0.554859886730213,0.55230781971477,1
1,0,10,-1.48367459261082,0.404562784358859,1
1,0,9,-0.415701399930008,0.408858741633594,1
1,1,12,-0.20929695567686,0.931867525912821,1
2,1,11,0.693395765050654,0.488302383804694,1
1,1,14,1.47942016491397,0.489821078488603,0
1,1,11,-0.832855835116707,0.0598401662427932,0
1,0,11,1.07248142124463,0.936838999157771,1
1,1,14,1.63983270962612,0.532808153191581,1
1,0,11,-1.77572094082048,0.524743386311457,0
1,0,11,0.269643814244593,0.103392618708313,1
1,1,9,-0.637594069784433,0.871641034493223,1
1,1,9,-0.185553276520456,0.778489964082837,0
1,1,14,-0.128173477251775,0.0783136242534965,0
1,1,11,-1.0917284451099,0.156314409105107,1
1,1,14,-0.691890098654535,0.744526057969779,1
2,1,10,0.510707906477425,0.467630618950352,1
1,0,13,0.143190738262726,0.156174852279946,1
1,1,12,-1.35294796300443,0.467456392245367,1
1,1,14,-0.693504822498801,0.456032423768193,1
1,1,13,0.694607390797872,0.509554083459079,1
1,1,11,1.00348497939138,0.964094518683851,0
1,1,14,-2.30407762011132,0.920654445886612,1
1,1,12,0.289281111991241,0.396931933239102,0
1,1,13,0.667920501610833,0.631071294192225,1
1,0,14,-1.54021122066645,0.213601237162948,1
1,0,11,0.511997754622473,0.0890621361322701,0
2,1,9,-0.494299787333087,0.578760857926682,0
1,1,11,-0.219863922044958,0.296509457053617,1
1,0,11,0.539699120178748,0.94303717254661,1
1,1,11,1.24089396178641,0.749977242667228,0
1,1,11,0.193767060762388,0.0639292590785772,0
2,0,10,1.12128618655992,0.662450919859111,0
1,1,11,0.82421291181623,0.437742293346673,1
1,1,12,0.83374438048957,0.66431205929257,1
1,0,11,-0.347997971456728,0.0584486755542457,0
1,0,9,0.264190438574374,0.814326394116506,0
1,0,10,0.864623859894634,0.995309685822576,0
1,0,12,2.20289642019134,0.605757637182251,0
1,0,11,-1.46233429124307,0.939860871993005,1
1,0,11,0.412870740486717,0.891940383473411,0
1,1,11,-0.710681279454253,0.725807672133669,0
1,1,9,-1.22363094215779,0.506719203433022,1
1,1,12,-0.31072901480047,0.80722356820479,1
1,1,12,1.1227043393959,0.592762091197073,1
1,0,14,1.07300506204115,0.94505509827286,1
1,0,12,0.852932039876016,0.857320701703429,0
1,0,12,-0.27900310345442,0.765261505031958,0
1,0,12,-1.21150303961611,0.675470187561586,0
4,0,10,1.01894232564626,0.132858422584832,1
1,0,11,0.541541148323056,0.474730094429106,0
4,0,13,0.117169966322607,0.108140874421224,1
3,0,12,1.42926983247063,0.242587232496589,1
2,0,11,0.28699160581038,0.886439147405326,1
1,1,12,-1.96141769564486,0.500076314201578,1
1,0,12,-1.10000928198236,0.833994303131476,0
1,1,11,-0.666619940657585,0.964946546358988,0
1,1,11,-0.460575348477832,0.622331178281456,1
1,0,14,-0.639477286338245,0.479328226996586,1
1,0,9,-1.06717283459529,0.735379905905575,1
4,1,12,2.8710840783923,0.97321920376271,0
1,1,11,-0.579711982460669,0.589493374107406,1
1,1,11,-0.81308226811967,0.533835785463452,1
1,1,10,-0.721263398071005,0.730011577252299,1
1,0,13,0.180734413142937,0.39657489862293,0
1,0,12,-1.31777083313604,0.617875473340973,0
1,1,11,0.9091321395021,0.784993503242731,0
1,1,11,0.237703338169411,0.753109496552497,0
2,1,11,1.13442091455142,0.431631557643414,0
1,0,12,-0.734813753283098,0.714370817411691,0
1,1,12,1.53226097072265,0.314643809571862,0
1,1,13,2.1838876619368,0.694806316168979,0
1,0,12,0.497749845343939,0.348751544486731,0
1,1,12,0.799953805822859,0.24442176357843,1
1,0,11,-0.471313728410173,0.142415559152141,0
1,1,12,0.939531629713523,0.75136015820317,1
1,1,11,-1.56502481375276,0.412142735673115,1
1,1,12,1.50071457642706,0.997514311689883,0
2,1,12,0.967269280728459,0.27565389778465,1
1,1,13,-1.17242877741109,0.642763775773346,0
1,0,10,-0.224467906610213,0.131054243072867,0
1,0,9,0.0628752865422913,0.847262139199302,0
1,1,11,1.31978246053607,0.881926185218617,1
1,1,13,0.359911522429765,0.518606407335028,0
1,0,13,-1.91225685440083,0.221186632290483,0
1,0,12,-0.236310881843518,0.975832274882123,1
1,1,10,0.722902277485995,0.976669845636934,0
1,0,11,-0.177391431146279,0.689226842718199,0
1,1,12,2.62726235299665,0.575918030925095,1
2,0,9,-0.34533432830063,0.567197039024904,0
1,1,12,-1.02568474678394,0.47633703192696,1
1,0,13,0.127079305277616,0.381855036597699,0
1,1,9,-0.207409149266444,0.904122863896191,0
1,0,14,-0.937429998159329,0.365426016971469,1
1,0,12,0.69246805452634,0.737616769969463,0
1,0,11,-0.768555532565203,0.531967581249774,1
1,1,11,0.971321844670985,0.0509277621749789,1
1,0,9,1.50638314878161,0.809016592567787,0
1,1,13,-0.606544524311899,0.42049553594552,1
1,1,14,-0.0991110681556154,0.983415709808469,0
2,0,10,0.879709228758703,0.103067055577412,1
3,1,11,-0.392255305519385,0.120693451259285,1
1,1,10,-1.33424383918717,0.147694808896631,0
1,0,11,-1.7464546138038,0.373451144667342,1
1,0,14,1.38554382026751,0.887290596263483,0
1,0,10,0.300207698917832,0.359817079501227,0
1,0,14,-0.0714856034001249,0.963592744199559,0
3,1,13,0.941396699472867,0.349288652883843,0
1,1,14,0.19963042110115,0.558105096919462,0
1,0,9,-0.267689409969819,0.349450499052182,1
1,1,13,-1.17777399224314,0.105438052909449,0
1,1,10,-0.372743834804698,0.771192299202085,1
1,0,9,-2.75750367648725,0.89486456499435,0
1,0,11,0.834727082701252,0.488739650230855,0
1,0,11,1.27093429353639,0.0754724368453026,0
1,1,13,-1.57115194003093,0.593789934413508,1
1,1,12,0.383544795157483,0.910382457077503,0
1,0,11,-0.383422963501825,0.20940859708935,0
1,0,14,-0.743991537004003,0.101823499891907,1
2,0,12,0.0433801427254346,0.506760618882254,1
2,1,10,0.502424108770103,0.274673629319295,1
1,1,12,0.893449633743116,0.41808749968186,0
1,0,11,0.524178285493843,0.888911840040237,0
2,0,12,-0.0440782737920103,0.797721170587465,0
1,1,11,0.0671602351505324,0.0405829243827611,0
1,0,14,-0.990486696815303,0.749919701367617,1
1,0,11,-1.44966979500066,0.526253032498062,0
3,1,10,0.44601119611184,0.596767398528755,0
1,1,14,0.678712410989324,0.851282603573054,0
1,0,14,-0.0453117031941477,0.105938149150461,1
1,0,12,-1.47493687032907,0.437285543419421,0
2,0,12,0.33115805852087,0.164592433487996,1
1,0,11,-1.86309889417505,0.444358723703772,1
1,0,11,0.63985272638027,0.484830731293187,1
1,1,12,-0.52389227909696,0.0237092014867812,0
1,0,14,-0.497016788064033,0.129709800006822,1
1,0,10,-0.389544148242097,0.163689597276971,1
1,0,9,-0.0778551466604169,0.807497749570757,0
1,1,9,-0.90504931274392,0.996815639780834,1
3,0,9,0.164440367470626,0.581988305319101,1
1,1,12,-0.115947200622755,0.513637623051181,0
1,1,12,-0.348210068307147,0.0736994373146445,0
1,0,11,-0.289992095716962,0.637031410587952,1
1,0,11,-1.13906493346133,0.343587682116777,1
1,0,11,-0.00437247560406911,0.637416470097378,1
2,0,10,0.904208025517406,0.57443222310394,1
1,0,10,0.0827144523270214,0.758248277939856,0
1,1,11,0.67813998275275,0.753837651805952,1
1,0,11,0.0155101628004727,0.00865752249956131,1
1,1,13,-1.21661790062824,0.799935923889279,0
1,1,14,-0.437371069606281,0.347980376332998,0
1,1,14,0.826588555288703,0.661489523248747,0
1,0,10,0.967682515183848,0.833417830290273,1
1,0,11,-0.370074205814015,0.0986184128560126,1
1,0,13,1.36667304542232,0.692351430887356,1
2,1,11,-0.515146694891947,0.954324721591547,1
1,1,12,0.00134045615428707,0.475251997122541,1
1,1,12,0.220204027469841,0.796681376872584,1
1,0,12,-0.136360825213921,0.874955593375489,1
1,0,12,-1.7470983094772,0.345545656513423,1
1,0,9,-0.164638888718724,0.547110005747527,0
2,0,9,2.59759772326695,0.00803435104899108,0
1,1,14,-0.505063857281187,0.352897329255939,1
1,0,12,0.251793867932435,0.618973152479157,1
2,0,11,-0.803827545724037,0.316261198138818,1
1,0,12,-0.544583713807928,0.215050830272958,0
3,0,9,-1.22939889779738,0.654130404116586,1
2,0,11,1.18477209168297,0.732100037625059,1
1,1,12,-1.41172322324704,0.00996916368603706,0
2,0,10,-0.044901074964013,0.585601086029783,1
1,1,11,-0.521814323368226,0.616021675523371,1
1,1,12,-0.768891491371262,0.887091502314433,0
1,1,12,-2.17491037936343,0.306385425152257,0
1,1,11,-1.02784103863088,0.686226640362293,0
1,1,13,-0.095089844436281,0.232194534270093,0
1,1,14,0.201290440572255,0.0281209764070809,0
1,1,9,-1.01636983986764,0.101320977788419,0
3,1,11,0.897560693147816,0.39847840112634,1
1,0,14,-0.25886499890261,0.892681753728539,1
2,1,12,0.9044548153584,0.637260177405551,1
1,0,13,-1.24136924477073,0.479688226478174,0
1,1,12,-1.02337525417494,0.724971777992323,1
1,0,11,-0.0409846722514534,0.14557043579407,0
1,0,11,-0.430169752961639,0.934828574070707,1
2,1,12,1.35588368891571,0.174095929833129,1
1,1,11,1.06337532285214,0.64768577623181,0
1,0,12,1.66696891585077,0.842922500567511,1
1,0,10,-0.696462293075028,0.856237069703639,0
1,1,9,-2.23006111398738,0.104169405298308,0
1,1,12,-1.47309589561801,0.791558182798326,0
1,1,12,-0.788068400232508,0.481793896527961,0
1,0,11,0.283132809596142,0.113976634806022,1
1,0,12,0.301914998966806,0.265826144721359,1
1,0,11,1.62839666450069,0.360723947407678,0
3,0,13,-0.103568824126562,0.37951792567037,1
1,1,14,0.352500094438859,0.0382411412429065,1
3,1,12,0.907927876506739,0.830910475924611,1
1,0,14,1.34136084205824,0.130006240913644,1
1,1,10,-0.327906469706609,0.458826625021175,0
1,0,11,1.40452445387447,0.720073714852333,0
1,1,14,1.16525808092968,0.775688781635836,1
3,0,12,1.22102297700014,0.593757701106369,1
1,1,10,-0.0727970626440531,0.762380705680698,0
2,1,11,-1.06937262701386,0.142060528276488,1
1,0,11,-0.637986835610742,0.997445508372039,0
4,1,12,-0.94782875724423,0.696227991255,1
1,0,14,0.139029935237333,0.192155817523599,0
2,1,11,0.888791392494653,0.2100536422804,0
3,1,10,1.54746942823564,0.576717726420611,1
1,0,13,0.156634050567843,0.882733119884506,1
1,0,10,2.14770273288821,0.653383726486936,0
1,0,11,-0.140082479595636,0.056853252928704,1
1,0,12,-0.192980737115521,0.650046681286767,0
1,0,12,0.335311843250179,0.13757806038484,0
1,0,10,-1.59957234589889,0.405293070944026,1
1,1,12,0.65696404096431,0.601537151960656,0
2,0,10,0.639305204018956,0.834514969494194,1
2,0,9,1.50121261940328,0.134884179802611,1
1,0,12,-0.871396603808594,0.319871846120805,0
1,0,12,1.28498500581938,0.124768702313304,0
1,1,11,0.529311039465507,0.252571231685579,1
1,1,11,-0.891209547195535,0.700497240293771,0
1,0,9,-0.916445237443595,0.821152418851852,0
1,0,13,-1.10725766049221,0.370651118690148,1
3,1,10,0.184006330244624,0.0361929214559495,1
1,0,10,0.788007892803011,0.769553208723664,0
1,1,12,-0.68302351359677,0.0704831872135401,1
1,0,10,-0.688673815958594,0.424695238238201,0
1,1,14,-1.01903883728763,0.996736181201413,1
3,1,11,1.27895137823884,0.550564544741064,1
1,0,11,-0.549697308872468,0.828955173958093,1
2,0,11,-0.572308524643679,0.502790215890855,1
1,0,12,-0.704088131888739,0.607655763160437,0
2,1,11,1.15911597251934,0.748941215919331,1
1,1,12,0.220320761631212,0.722362704575062,1
1,0,11,0.705110658849183,0.186967917019501,0
1,0,14,-0.626868755088675,0.973074519541115,1
1,0,14,-0.323029666037114,0.315474771428853,1
1,0,9,0.359649135154928,0.982510759495199,0
1,0,12,-0.935663366930745,0.822491571074352,0
1,0,13,-1.00270296585366,0.638928464148194,0
2,0,11,-0.0946130920738453,0.0941605523694307,1
3,0,11,1.96767194264453,0.300476532662287,1
1,1,9,-1.07435039018375,0.473571156151593,0
1,0,13,0.149509026410048,0.253550292225555,1
2,0,12,1.47926510996204,0.649897028924897,1
2,0,9,-1.10229018416266,0.498672189889476,1
1,0,11,-1.20013075512554,0.829632422653958,1
1,0,14,-0.452152976748097,0.494839724851772,1
1,0,11,-2.8227968441321,0.202973738545552,1
1,1,9,-0.96116384063807,0.172568532638252,0
1,0,11,-1.44657894208338,0.600959101691842,0
1,1,11,-0.08708357157938,0.188770525157452,1
1,1,14,-0.278400627928225,0.917793050874025,0
1,1,12,-0.222581837584496,0.28174225660041,1
1,0,11,-0.20208140884719,0.68177654244937,0
1,1,12,-0.371961035849675,0.397351852850989,0
1,0,9,0.261333464110725,0.737992659443989,0
2,0,10,1.82248800909522,0.654483695048839,0
1,1,14,-0.273190353750115,0.868775172857568,1
1,1,12,0.390301235075263,0.960569976363331,0
2,0,10,0.846857821606662,0.91175304283388,1
1,1,11,0.0632043855616527,0.893550001550466,1
1,0,10,-0.277347035643791,0.279198887757957,1
1,1,11,0.814290006538139,0.163971849251539,1
1,1,11,1.84273947939715,0.490401862422004,1
4,1,12,0.846537612873339,0.830135345226154,1
1,1,12,-0.34506925682201,0.576697921380401,1
1,0,9,-0.683339973242741,0.299262427492067,0
3,0,12,-1.12110453924789,0.738362569361925,1
1,0,9,-0.0279871517942703,0.321836263407022,0
1,0,12,1.40550839877565,0.0243072316516191,1
1,1,10,-1.78531439326029,0.0360543907154351,0
1,0,13,0.983046947266264,0.245353223755956,1
1,0,10,-1.42039771325689,0.599402809515595,0
1,1,10,1.53159714753354,0.224742586025968,1
1,1,14,-0.336376067240284,0.687675531953573,1
1,1,13,0.438462074297267,0.132873772643507,0
1,0,12,-0.329293855165847,0.558951711514965,1
1,0,12,-1.62648397838079,0.90974002960138,0
1,1,12,-0.174126230390292,0.391565926605836,0
1,1,12,1.06744879187824,0.248538366053253,0
1,0,12,0.739412906515811,0.999788243556395,1
1,0,11,0.166445061167588,0.478385387454182,0
1,1,10,1.41543016088785,0.97474931133911,0
2,1,12,-1.28879758281211,0.228699528146535,1
1,1,12,-0.562061601963741,0.365750943543389,0
1,1,9,1.17858884797084,0.704526216024533,0
1,0,12,-0.0393813217772612,0.142479376867414,0
1,1,9,0.318054073479563,0.360667767003179,1
1,1,12,0.0790534540033936,0.331737303873524,1
1,1,14,-1.34932438088553,0.917543402174488,1
1,0,13,1.39587047549706,0.800867686280981,0
1,1,9,-0.196202713620939,0.491241324460134,1
1,0,12,-0.194071201674226,0.502250142628327,1
2,0,14,-0.763630200659679,0.0511450269259512,1
2,1,11,0.154511034456478,0.0846416968852282,1
1,0,14,1.54402624074282,0.367993641877547,0
1,1,12,0.260555717604333,0.596254826290533,0
1,0,11,0.401613249316199,0.592364254407585,0
1,1,14,-1.04738362843513,0.291585311759263,0
